src,dst,edge_type,weight,attributes
P000846,AC001477,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000847,AC001478,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000847,AC001479,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000848,AC001480,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000848,AC001481,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000849,AC001482,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000849,AC001483,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000850,AC001484,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000851,AC001485,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000852,AC001486,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000853,AC001487,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000854,AC001488,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000854,AC001489,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000854,AC001490,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000854,AC001491,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000854,AC001492,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000855,AC001493,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000855,AC001494,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000855,AC001495,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000856,AC001496,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000856,AC001497,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000856,AC001498,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000856,AC001499,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000856,AC001500,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000857,AC001501,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000858,AC001502,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000858,AC001503,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000859,AC001504,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000859,AC001505,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000860,AC001506,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000860,AC001507,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000860,AC001508,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000860,AC001509,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000861,AC001510,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000861,AC001511,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000862,AC001512,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000863,AC001513,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000864,AC001514,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000865,AC001515,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000865,AC001516,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000865,AC001517,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000865,AC001518,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000865,AC001519,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000866,AC001520,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000866,AC001521,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000866,AC001522,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000867,AC001523,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000867,AC001524,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000867,AC001525,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000868,AC001526,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000868,AC001527,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000868,AC001528,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000868,AC001529,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000868,AC001530,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000869,AC001531,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000869,AC001532,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000869,AC001533,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000870,AC001534,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000871,AC001535,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000872,AC001536,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000873,AC001537,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000874,AC001538,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000875,AC001539,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000876,AC001540,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000876,AC001541,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000877,AC001542,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000877,AC001543,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000878,AC001544,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000879,AC001545,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000880,AC001546,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000881,AC001547,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000882,AC001548,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000883,AC001549,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000884,AC001550,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000885,AC001551,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000886,AC001552,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000886,AC001553,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000887,AC001554,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000888,AC001555,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000889,AC001556,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000890,AC001557,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000891,AC001558,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000892,AC001559,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000892,AC001560,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000893,AC001561,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000893,AC001562,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000894,AC001563,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000895,AC001564,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000896,AC001565,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000897,AC001566,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000898,AC001567,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000899,AC001568,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000899,AC001569,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000900,AC001570,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000900,AC001571,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000901,AC001572,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000902,AC001573,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000902,AC001574,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000903,AC001575,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000903,AC001576,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000904,AC001577,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000905,AC001578,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000905,AC001579,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000906,AC001580,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000906,AC001581,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000907,AC001582,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000908,AC001583,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000908,AC001584,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000909,AC001585,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000910,AC001586,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000911,AC001587,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000912,AC001588,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000913,AC001589,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000914,AC001590,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000914,AC001591,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000915,AC001592,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000916,AC001593,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000917,AC001594,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000918,AC001595,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000918,AC001596,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000919,AC001597,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000920,AC001598,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000921,AC001599,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000922,AC001600,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000923,AC001601,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000924,AC001602,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000925,AC001603,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000925,AC001604,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000926,AC001605,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000927,AC001606,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000928,AC001607,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000929,AC001608,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000930,AC001609,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000931,AC001610,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000931,AC001611,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000932,AC001612,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000933,AC001613,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000934,AC001614,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000934,AC001615,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000935,AC001616,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000936,AC001617,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000937,AC001618,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000938,AC001619,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000938,AC001620,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000939,AC001621,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000940,AC001622,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000941,AC001623,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000941,AC001624,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000941,AC001625,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000942,AC001626,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000943,AC001627,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000943,AC001628,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000944,AC001629,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000945,AC001630,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000945,AC001631,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000946,AC001632,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000947,AC001633,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000948,AC001634,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000949,AC001635,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000950,AC001636,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000950,AC001637,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000951,AC001638,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000952,AC001639,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000953,AC001640,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000954,AC001641,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000955,AC001642,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000956,AC001643,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000957,AC001644,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000957,AC001645,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000958,AC001646,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000959,AC001647,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000959,AC001648,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000960,AC001649,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000960,AC001650,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000960,AC001651,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000961,AC001652,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000962,AC001653,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000963,AC001654,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000964,AC001655,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000964,AC001656,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000965,AC001657,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000966,AC001658,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000966,AC001659,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000967,AC001660,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000967,AC001661,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000967,AC001662,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000968,AC001663,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000969,AC001664,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000969,AC001665,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000970,AC001666,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000971,AC001667,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000971,AC001668,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000972,AC001669,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000973,AC001670,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000973,AC001671,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000974,AC001672,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000974,AC001673,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000975,AC001674,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000975,AC001675,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000976,AC001676,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000977,AC001677,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000978,AC001678,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000979,AC001679,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000979,AC001680,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000980,AC001681,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000981,AC001682,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000982,AC001683,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000983,AC001684,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000984,AC001685,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000985,AC001686,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000985,AC001687,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000986,AC001688,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000986,AC001689,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000987,AC001690,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000988,AC001691,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000989,AC001692,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000990,AC001693,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000990,AC001694,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000991,AC001695,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000992,AC001696,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000992,AC001697,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000993,AC001698,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000993,AC001699,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000994,AC001700,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000995,AC001701,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000996,AC001702,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000996,AC001703,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000997,AC001704,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000998,AC001705,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P000999,AC001706,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001000,AC001707,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001000,AC001708,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001001,AC001709,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001002,AC001710,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001003,AC001711,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001004,AC001712,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001005,AC001713,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001006,AC001714,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001007,AC001715,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001009,AC001716,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001010,AC001717,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001011,AC001718,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001012,AC001719,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001013,AC001720,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001016,AC001721,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001017,AC001722,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001018,AC001723,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001019,AC001724,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001020,AC001725,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001021,AC001726,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001022,AC001727,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001023,AC001728,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001026,AC001729,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001027,AC001730,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001028,AC001731,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001030,AC001732,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001031,AC001733,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001035,AC001734,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001037,AC001735,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001040,AC001736,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001042,AC001737,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001043,AC001738,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001044,AC001739,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001045,AC001740,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001046,AC001741,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001047,AC001742,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001048,AC001743,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001050,AC001744,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001052,AC001745,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001053,AC001746,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001054,AC001747,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001055,AC001748,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001056,AC001749,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001058,AC001750,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001059,AC001751,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001060,AC001752,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001061,AC001753,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001062,AC001754,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001063,AC001755,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001064,AC001756,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001065,AC001757,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001066,AC001758,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001067,AC001759,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001068,AC001760,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001069,AC001761,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001070,AC001762,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001071,AC001763,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001072,AC001764,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001073,AC001765,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001075,AC001766,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001076,AC001767,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001081,AC001768,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001082,AC001769,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001084,AC001770,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001085,AC001771,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001086,AC001772,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001087,AC001773,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001088,AC001774,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001090,AC001775,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001091,AC001776,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001093,AC001777,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001094,AC001778,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
P001095,AC001779,CONTROLS_ACCOUNT,1.0,"{""relation"": ""HOLDER""}"
