person_id,location_id,association,observed_on,source_type,confidence
P000064,LOC000016,PRESENT_AT_INCIDENT,2021-08-20,FIR,0.74
P000021,LOC000016,PRESENT_AT_INCIDENT,2021-08-20,FIR,0.72
P000022,LOC000016,PRESENT_AT_INCIDENT,2021-08-20,FIR,0.6
P000688,LOC000048,PRESENT_AT_INCIDENT,2025-08-20,FIR,0.64
P000963,LOC000078,PRESENT_AT_INCIDENT,2026-01-05,FIR,0.64
P000973,LOC000078,PRESENT_AT_INCIDENT,2026-01-05,FIR,0.96
P000950,LOC000078,PRESENT_AT_INCIDENT,2026-01-05,FIR,0.84
P000373,LOC000099,PRESENT_AT_INCIDENT,2022-02-10,FIR,0.65
P000397,LOC000099,PRESENT_AT_INCIDENT,2022-02-10,FIR,0.87
P000408,LOC000079,PRESENT_AT_INCIDENT,2023-03-24,FIR,0.94
P000038,LOC000010,PRESENT_AT_INCIDENT,2024-08-12,FIR,0.73
P000078,LOC000010,PRESENT_AT_INCIDENT,2024-08-12,FIR,0.81
P000081,LOC000010,PRESENT_AT_INCIDENT,2024-08-12,FIR,0.7
P000019,LOC000010,PRESENT_AT_INCIDENT,2024-08-12,FIR,0.94
P000065,LOC000010,PRESENT_AT_INCIDENT,2024-08-12,FIR,0.7
P000155,LOC000067,PRESENT_AT_INCIDENT,2026-02-20,FIR,0.9
P000129,LOC000067,PRESENT_AT_INCIDENT,2026-02-20,FIR,0.87
P000150,LOC000067,PRESENT_AT_INCIDENT,2026-02-20,FIR,0.66
P000559,LOC000035,PRESENT_AT_INCIDENT,2020-03-01,FIR,0.72
P000541,LOC000035,PRESENT_AT_INCIDENT,2020-03-01,FIR,0.63
P000989,LOC000081,PRESENT_AT_INCIDENT,2023-03-31,FIR,0.71
P000990,LOC000081,PRESENT_AT_INCIDENT,2023-03-31,FIR,0.74
P000927,LOC000081,PRESENT_AT_INCIDENT,2023-03-31,FIR,0.68
P000231,LOC000100,PRESENT_AT_INCIDENT,2025-03-12,FIR,0.8
P000288,LOC000100,PRESENT_AT_INCIDENT,2025-03-12,FIR,0.81
P000232,LOC000100,PRESENT_AT_INCIDENT,2025-03-12,FIR,0.87
P000197,LOC000100,PRESENT_AT_INCIDENT,2025-03-12,FIR,0.87
P000905,LOC000100,PRESENT_AT_INCIDENT,2026-03-12,FIR,0.77
P000921,LOC000100,PRESENT_AT_INCIDENT,2026-03-12,FIR,0.93
P000955,LOC000100,PRESENT_AT_INCIDENT,2026-03-12,FIR,0.84
P000917,LOC000100,PRESENT_AT_INCIDENT,2026-03-12,FIR,0.81
P000913,LOC000100,PRESENT_AT_INCIDENT,2026-03-12,FIR,0.61
P000586,LOC000114,PRESENT_AT_INCIDENT,2023-12-12,FIR,0.61
P000578,LOC000114,PRESENT_AT_INCIDENT,2023-12-12,FIR,0.86
P000337,LOC000106,PRESENT_AT_INCIDENT,2022-11-08,FIR,0.7
P000298,LOC000106,PRESENT_AT_INCIDENT,2022-11-08,FIR,0.97
P000329,LOC000106,PRESENT_AT_INCIDENT,2022-11-08,FIR,0.63
P000347,LOC000106,PRESENT_AT_INCIDENT,2022-11-08,FIR,0.76
P000350,LOC000106,PRESENT_AT_INCIDENT,2022-11-08,FIR,0.94
P000364,LOC000093,PRESENT_AT_INCIDENT,2022-07-26,FIR,0.72
P000397,LOC000093,PRESENT_AT_INCIDENT,2022-07-26,FIR,0.68
P000414,LOC000093,PRESENT_AT_INCIDENT,2022-07-26,FIR,0.68
P000432,LOC000036,PRESENT_AT_INCIDENT,2023-10-10,FIR,0.8
P000451,LOC000036,PRESENT_AT_INCIDENT,2023-10-10,FIR,0.7
P000467,LOC000036,PRESENT_AT_INCIDENT,2023-10-10,FIR,0.77
P000461,LOC000036,PRESENT_AT_INCIDENT,2023-10-10,FIR,0.66
P000429,LOC000036,PRESENT_AT_INCIDENT,2023-10-10,FIR,0.98
P000586,LOC000049,PRESENT_AT_INCIDENT,2024-12-08,FIR,0.74
P000588,LOC000049,PRESENT_AT_INCIDENT,2024-12-08,FIR,0.87
P000574,LOC000049,PRESENT_AT_INCIDENT,2024-12-08,FIR,0.76
P000583,LOC000049,PRESENT_AT_INCIDENT,2024-12-08,FIR,0.97
P000599,LOC000049,PRESENT_AT_INCIDENT,2024-12-08,FIR,0.64
P000604,LOC000049,PRESENT_AT_INCIDENT,2024-12-08,FIR,0.73
P000608,LOC000049,PRESENT_AT_INCIDENT,2024-12-08,FIR,0.77
P000935,LOC000115,PRESENT_AT_INCIDENT,2026-03-15,FIR,0.71
P000696,LOC000115,PRESENT_AT_INCIDENT,2024-02-03,FIR,0.83
P000968,LOC000036,PRESENT_AT_INCIDENT,2024-05-06,FIR,0.75
P000998,LOC000036,PRESENT_AT_INCIDENT,2024-05-06,FIR,0.62
P000773,LOC000022,PRESENT_AT_INCIDENT,2026-04-17,FIR,0.74
P000526,LOC000065,PRESENT_AT_INCIDENT,2025-12-12,FIR,0.94
P000564,LOC000065,PRESENT_AT_INCIDENT,2025-12-12,FIR,0.93
P000918,LOC000115,PRESENT_AT_INCIDENT,2023-07-24,FIR,0.93
P000945,LOC000115,PRESENT_AT_INCIDENT,2023-07-24,FIR,0.72
P000942,LOC000115,PRESENT_AT_INCIDENT,2023-07-24,FIR,0.83
P000388,LOC000095,PRESENT_AT_INCIDENT,2024-11-11,FIR,0.82
P000410,LOC000095,PRESENT_AT_INCIDENT,2024-11-11,FIR,0.67
P000396,LOC000095,PRESENT_AT_INCIDENT,2024-11-11,FIR,0.95
P000926,LOC000114,PRESENT_AT_INCIDENT,2025-05-29,FIR,0.61
P000942,LOC000114,PRESENT_AT_INCIDENT,2025-05-29,FIR,0.74
P000654,LOC000123,PRESENT_AT_INCIDENT,2019-12-16,FIR,0.76
P000619,LOC000123,PRESENT_AT_INCIDENT,2019-12-16,FIR,0.79
P000413,LOC000096,PRESENT_AT_INCIDENT,2024-06-30,FIR,0.98
P000394,LOC000039,PRESENT_AT_INCIDENT,2025-10-13,FIR,0.89
P000415,LOC000039,PRESENT_AT_INCIDENT,2025-10-13,FIR,0.77
P000545,LOC000069,PRESENT_AT_INCIDENT,2025-02-08,FIR,0.77
P000255,LOC000100,PRESENT_AT_INCIDENT,2022-05-26,FIR,0.98
P000184,LOC000100,PRESENT_AT_INCIDENT,2022-05-26,FIR,0.87
P000251,LOC000100,PRESENT_AT_INCIDENT,2022-05-26,FIR,0.71
P000243,LOC000100,PRESENT_AT_INCIDENT,2022-05-26,FIR,0.7
P000227,LOC000100,PRESENT_AT_INCIDENT,2022-05-26,FIR,0.62
P000520,LOC000064,PRESENT_AT_INCIDENT,2026-05-02,FIR,0.68
P000530,LOC000064,PRESENT_AT_INCIDENT,2026-05-02,FIR,0.8
P000531,LOC000063,PRESENT_AT_INCIDENT,2021-09-08,FIR,0.88
P000539,LOC000063,PRESENT_AT_INCIDENT,2021-09-08,FIR,0.87
P000761,LOC000084,PRESENT_AT_INCIDENT,2021-05-02,FIR,0.64
P000734,LOC000084,PRESENT_AT_INCIDENT,2021-05-02,FIR,0.71
P000840,LOC000065,PRESENT_AT_INCIDENT,2022-08-29,FIR,0.93
P000833,LOC000065,PRESENT_AT_INCIDENT,2022-08-29,FIR,0.71
P000825,LOC000065,PRESENT_AT_INCIDENT,2022-08-29,FIR,0.61
P000488,LOC000032,PRESENT_AT_INCIDENT,2025-05-24,FIR,0.93
P000940,LOC000120,PRESENT_AT_INCIDENT,2023-08-20,FIR,0.92
P000384,LOC000080,PRESENT_AT_INCIDENT,2026-03-17,FIR,0.83
P000407,LOC000036,PRESENT_AT_INCIDENT,2024-12-27,FIR,0.76
P000397,LOC000036,PRESENT_AT_INCIDENT,2024-12-27,FIR,0.87
P000403,LOC000036,PRESENT_AT_INCIDENT,2024-12-27,FIR,0.63
P000781,LOC000038,PRESENT_AT_INCIDENT,2025-05-25,FIR,0.8
P000795,LOC000038,PRESENT_AT_INCIDENT,2025-05-25,FIR,0.74
P000765,LOC000038,PRESENT_AT_INCIDENT,2025-05-25,FIR,0.98
P000784,LOC000038,PRESENT_AT_INCIDENT,2025-05-25,FIR,0.7
P000785,LOC000038,PRESENT_AT_INCIDENT,2025-05-25,FIR,0.83
P000800,LOC000038,PRESENT_AT_INCIDENT,2025-05-25,FIR,0.79
P000793,LOC000038,PRESENT_AT_INCIDENT,2025-05-25,FIR,0.91
P000951,LOC000116,PRESENT_AT_INCIDENT,2023-10-27,FIR,0.88
P000911,LOC000116,PRESENT_AT_INCIDENT,2023-10-27,FIR,0.76
P000974,LOC000116,PRESENT_AT_INCIDENT,2023-10-27,FIR,0.73
P000948,LOC000116,PRESENT_AT_INCIDENT,2023-10-27,FIR,0.88
P000940,LOC000116,PRESENT_AT_INCIDENT,2023-10-27,FIR,0.8
P000358,LOC000023,PRESENT_AT_INCIDENT,2026-04-07,FIR,0.69
P000400,LOC000023,PRESENT_AT_INCIDENT,2026-04-07,FIR,0.68
P000373,LOC000067,PRESENT_AT_INCIDENT,2021-08-10,FIR,0.79
P000408,LOC000067,PRESENT_AT_INCIDENT,2021-08-10,FIR,0.62
P000415,LOC000067,PRESENT_AT_INCIDENT,2021-08-10,FIR,0.86
P000412,LOC000067,PRESENT_AT_INCIDENT,2021-08-10,FIR,0.83
P000862,LOC000117,PRESENT_AT_INCIDENT,2026-06-05,FIR,0.89
P000478,LOC000027,PRESENT_AT_INCIDENT,2021-03-09,FIR,0.92
P000486,LOC000027,PRESENT_AT_INCIDENT,2021-03-09,FIR,0.9
P000346,LOC000052,PRESENT_AT_INCIDENT,2022-07-29,FIR,0.68
P000307,LOC000052,PRESENT_AT_INCIDENT,2022-07-29,FIR,0.84
P000119,LOC000066,PRESENT_AT_INCIDENT,2025-01-20,FIR,0.95
P000174,LOC000066,PRESENT_AT_INCIDENT,2025-01-20,FIR,0.74
P000593,LOC000115,PRESENT_AT_INCIDENT,2025-01-21,FIR,0.85
P000589,LOC000115,PRESENT_AT_INCIDENT,2025-01-21,FIR,0.65
P000590,LOC000115,PRESENT_AT_INCIDENT,2025-01-21,FIR,0.71
P000145,LOC000120,PRESENT_AT_INCIDENT,2026-02-15,FIR,0.63
P000558,LOC000040,PRESENT_AT_INCIDENT,2024-10-31,FIR,0.94
P000554,LOC000040,PRESENT_AT_INCIDENT,2024-10-31,FIR,0.75
P000540,LOC000040,PRESENT_AT_INCIDENT,2024-10-31,FIR,0.95
P000990,LOC000007,PRESENT_AT_INCIDENT,2025-12-14,FIR,0.93
P000955,LOC000007,PRESENT_AT_INCIDENT,2025-12-14,FIR,0.8
P000888,LOC000007,PRESENT_AT_INCIDENT,2025-12-14,FIR,0.75
P000382,LOC000096,PRESENT_AT_INCIDENT,2024-03-27,FIR,0.62
P000362,LOC000096,PRESENT_AT_INCIDENT,2024-03-27,FIR,0.72
P000798,LOC000043,PRESENT_AT_INCIDENT,2024-12-31,FIR,0.97
P000792,LOC000043,PRESENT_AT_INCIDENT,2024-12-31,FIR,0.97
P000784,LOC000043,PRESENT_AT_INCIDENT,2024-12-31,FIR,0.68
P000751,LOC000021,PRESENT_AT_INCIDENT,2026-01-12,FIR,0.97
P000879,LOC000052,PRESENT_AT_INCIDENT,2021-08-31,FIR,0.66
P000852,LOC000052,PRESENT_AT_INCIDENT,2021-08-31,FIR,0.74
P000870,LOC000052,PRESENT_AT_INCIDENT,2021-08-31,FIR,0.67
P000855,LOC000052,PRESENT_AT_INCIDENT,2021-08-31,FIR,0.95
P000876,LOC000052,PRESENT_AT_INCIDENT,2021-08-31,FIR,0.65
P000972,LOC000086,PRESENT_AT_INCIDENT,2023-01-02,FIR,0.74
P000884,LOC000086,PRESENT_AT_INCIDENT,2023-01-02,FIR,0.69
P000947,LOC000086,PRESENT_AT_INCIDENT,2023-01-02,FIR,0.71
P000374,LOC000103,PRESENT_AT_INCIDENT,2025-07-16,FIR,0.8
P000976,LOC000091,PRESENT_AT_INCIDENT,2025-06-30,FIR,0.8
P000508,LOC000006,PRESENT_AT_INCIDENT,2024-10-11,FIR,0.74
P000499,LOC000006,PRESENT_AT_INCIDENT,2024-10-11,FIR,0.84
P000502,LOC000006,PRESENT_AT_INCIDENT,2024-10-11,FIR,0.85
P000473,LOC000006,PRESENT_AT_INCIDENT,2024-10-11,FIR,0.94
P000486,LOC000006,PRESENT_AT_INCIDENT,2024-10-11,FIR,0.74
P000516,LOC000006,PRESENT_AT_INCIDENT,2024-10-11,FIR,0.62
P000477,LOC000006,PRESENT_AT_INCIDENT,2024-10-11,FIR,0.94
P000936,LOC000109,PRESENT_AT_INCIDENT,2026-04-22,FIR,0.92
P000937,LOC000109,PRESENT_AT_INCIDENT,2026-04-22,FIR,0.93
P000979,LOC000109,PRESENT_AT_INCIDENT,2026-04-22,FIR,0.77
P000959,LOC000109,PRESENT_AT_INCIDENT,2026-04-22,FIR,0.75
P000456,LOC000103,PRESENT_AT_INCIDENT,2024-09-04,FIR,0.84
P000092,LOC000073,PRESENT_AT_INCIDENT,2023-02-17,FIR,0.8
P000019,LOC000073,PRESENT_AT_INCIDENT,2023-02-17,FIR,0.72
P000043,LOC000073,PRESENT_AT_INCIDENT,2023-02-17,FIR,0.7
P000042,LOC000073,PRESENT_AT_INCIDENT,2023-02-17,FIR,0.86
P000494,LOC000079,PRESENT_AT_INCIDENT,2024-12-19,FIR,0.93
P000505,LOC000079,PRESENT_AT_INCIDENT,2024-12-19,FIR,0.67
P000511,LOC000079,PRESENT_AT_INCIDENT,2024-12-19,FIR,0.72
P000299,LOC000047,PRESENT_AT_INCIDENT,2026-06-16,FIR,0.66
P000343,LOC000047,PRESENT_AT_INCIDENT,2026-06-16,FIR,0.89
P000334,LOC000047,PRESENT_AT_INCIDENT,2026-06-16,FIR,0.92
P000305,LOC000047,PRESENT_AT_INCIDENT,2026-06-16,FIR,0.87
P000346,LOC000047,PRESENT_AT_INCIDENT,2026-06-16,FIR,0.96
P000435,LOC000047,PRESENT_AT_INCIDENT,2026-05-11,FIR,0.67
P000457,LOC000047,PRESENT_AT_INCIDENT,2026-05-11,FIR,0.92
P000470,LOC000047,PRESENT_AT_INCIDENT,2026-05-11,FIR,0.71
P000509,LOC000079,PRESENT_AT_INCIDENT,2022-04-05,FIR,0.93
P000505,LOC000079,PRESENT_AT_INCIDENT,2022-04-05,FIR,0.81
P000149,LOC000066,PRESENT_AT_INCIDENT,2024-11-09,FIR,0.9
P000109,LOC000066,PRESENT_AT_INCIDENT,2024-11-09,FIR,0.75
P000117,LOC000066,PRESENT_AT_INCIDENT,2024-11-09,FIR,0.73
P000102,LOC000066,PRESENT_AT_INCIDENT,2024-11-09,FIR,0.76
P000663,LOC000100,PRESENT_AT_INCIDENT,2026-03-02,FIR,0.96
P000630,LOC000100,PRESENT_AT_INCIDENT,2026-03-02,FIR,0.96
P000613,LOC000100,PRESENT_AT_INCIDENT,2026-03-02,FIR,0.72
P000505,LOC000077,PRESENT_AT_INCIDENT,2023-06-27,FIR,0.63
P000516,LOC000077,PRESENT_AT_INCIDENT,2023-06-27,FIR,0.65
P000511,LOC000077,PRESENT_AT_INCIDENT,2023-06-27,FIR,0.88
P000940,LOC000025,PRESENT_AT_INCIDENT,2021-07-22,FIR,0.75
P000290,LOC000076,PRESENT_AT_INCIDENT,2022-09-04,FIR,0.84
P000355,LOC000076,PRESENT_AT_INCIDENT,2022-09-04,FIR,0.9
P000770,LOC000017,PRESENT_AT_INCIDENT,2023-08-18,FIR,0.73
P000794,LOC000017,PRESENT_AT_INCIDENT,2023-08-18,FIR,0.81
P000800,LOC000017,PRESENT_AT_INCIDENT,2023-08-18,FIR,0.74
P000826,LOC000011,PRESENT_AT_INCIDENT,2026-06-16,FIR,0.68
P000801,LOC000011,PRESENT_AT_INCIDENT,2026-06-16,FIR,0.97
P000834,LOC000011,PRESENT_AT_INCIDENT,2026-06-16,FIR,0.64
P000172,LOC000054,PRESENT_AT_INCIDENT,2026-01-03,FIR,0.82
P000110,LOC000054,PRESENT_AT_INCIDENT,2026-01-03,FIR,0.89
P000157,LOC000054,PRESENT_AT_INCIDENT,2026-01-03,FIR,0.77
P000146,LOC000054,PRESENT_AT_INCIDENT,2026-01-03,FIR,0.81
P000098,LOC000054,PRESENT_AT_INCIDENT,2026-01-03,FIR,0.91
P000928,LOC000017,PRESENT_AT_INCIDENT,2024-03-17,FIR,0.73
P000964,LOC000017,PRESENT_AT_INCIDENT,2024-03-17,FIR,0.8
P000946,LOC000017,PRESENT_AT_INCIDENT,2024-03-17,FIR,0.85
P000918,LOC000017,PRESENT_AT_INCIDENT,2024-03-17,FIR,0.78
P000466,LOC000062,PRESENT_AT_INCIDENT,2023-07-18,FIR,0.95
P000452,LOC000062,PRESENT_AT_INCIDENT,2023-07-18,FIR,0.81
P000424,LOC000062,PRESENT_AT_INCIDENT,2023-07-18,FIR,0.95
P000463,LOC000062,PRESENT_AT_INCIDENT,2023-07-18,FIR,0.88
P000449,LOC000062,PRESENT_AT_INCIDENT,2023-07-18,FIR,0.98
P000785,LOC000042,PRESENT_AT_INCIDENT,2022-08-10,FIR,0.61
P000780,LOC000042,PRESENT_AT_INCIDENT,2022-08-10,FIR,0.8
P000777,LOC000042,PRESENT_AT_INCIDENT,2022-08-10,FIR,0.75
P000784,LOC000042,PRESENT_AT_INCIDENT,2022-08-10,FIR,0.94
P000697,LOC000044,PRESENT_AT_INCIDENT,2025-05-02,FIR,0.89
P000758,LOC000069,PRESENT_AT_INCIDENT,2022-06-16,FIR,0.87
P000739,LOC000069,PRESENT_AT_INCIDENT,2022-06-16,FIR,0.89
P000750,LOC000069,PRESENT_AT_INCIDENT,2022-06-16,FIR,0.78
P000740,LOC000069,PRESENT_AT_INCIDENT,2022-06-16,FIR,0.82
P000749,LOC000069,PRESENT_AT_INCIDENT,2022-06-16,FIR,0.87
P000734,LOC000069,PRESENT_AT_INCIDENT,2022-06-16,FIR,0.79
P000715,LOC000069,PRESENT_AT_INCIDENT,2022-06-16,FIR,0.65
P000032,LOC000019,PRESENT_AT_INCIDENT,2025-02-20,FIR,0.63
P000946,LOC000121,PRESENT_AT_INCIDENT,2025-01-26,FIR,0.75
P000981,LOC000121,PRESENT_AT_INCIDENT,2025-01-26,FIR,0.68
P000894,LOC000121,PRESENT_AT_INCIDENT,2025-01-26,FIR,0.84
P000691,LOC000043,PRESENT_AT_INCIDENT,2025-03-12,FIR,0.69
P000124,LOC000069,PRESENT_AT_INCIDENT,2024-08-22,FIR,0.79
P000164,LOC000069,PRESENT_AT_INCIDENT,2024-08-22,FIR,0.84
P000116,LOC000069,PRESENT_AT_INCIDENT,2024-08-22,FIR,0.95
P000214,LOC000103,PRESENT_AT_INCIDENT,2021-05-08,FIR,0.85
P000217,LOC000103,PRESENT_AT_INCIDENT,2021-05-08,FIR,0.68
P000216,LOC000103,PRESENT_AT_INCIDENT,2021-05-08,FIR,0.9
P000597,LOC000036,PRESENT_AT_INCIDENT,2024-01-17,FIR,0.61
P000599,LOC000036,PRESENT_AT_INCIDENT,2024-01-17,FIR,0.81
P000606,LOC000036,PRESENT_AT_INCIDENT,2024-01-17,FIR,0.82
P000587,LOC000036,PRESENT_AT_INCIDENT,2024-01-17,FIR,0.91
P000097,LOC000062,PRESENT_AT_INCIDENT,2021-10-20,FIR,0.77
P000096,LOC000062,PRESENT_AT_INCIDENT,2021-10-20,FIR,0.66
P000163,LOC000062,PRESENT_AT_INCIDENT,2021-10-20,FIR,0.8
P000102,LOC000062,PRESENT_AT_INCIDENT,2021-10-20,FIR,0.6
P000413,LOC000095,PRESENT_AT_INCIDENT,2026-01-06,FIR,0.89
P000404,LOC000095,PRESENT_AT_INCIDENT,2026-01-06,FIR,0.76
P000400,LOC000095,PRESENT_AT_INCIDENT,2026-01-06,FIR,0.83
P000384,LOC000095,PRESENT_AT_INCIDENT,2026-01-06,FIR,0.93
P000385,LOC000095,PRESENT_AT_INCIDENT,2026-01-06,FIR,0.71
P000405,LOC000095,PRESENT_AT_INCIDENT,2026-01-06,FIR,0.81
P000359,LOC000095,PRESENT_AT_INCIDENT,2026-01-06,FIR,0.96
P000120,LOC000056,PRESENT_AT_INCIDENT,2025-08-04,FIR,0.85
P000160,LOC000056,PRESENT_AT_INCIDENT,2025-08-04,FIR,0.76
P000775,LOC000037,PRESENT_AT_INCIDENT,2026-05-31,FIR,0.87
P000771,LOC000037,PRESENT_AT_INCIDENT,2026-05-31,FIR,0.69
P000786,LOC000037,PRESENT_AT_INCIDENT,2026-05-31,FIR,0.89
P000764,LOC000037,PRESENT_AT_INCIDENT,2026-05-31,FIR,0.95
P000504,LOC000035,PRESENT_AT_INCIDENT,2026-01-27,FIR,0.77
P000506,LOC000035,PRESENT_AT_INCIDENT,2026-01-27,FIR,0.74
P000480,LOC000035,PRESENT_AT_INCIDENT,2026-01-27,FIR,0.74
P000356,LOC000051,PRESENT_AT_INCIDENT,2026-06-16,FIR,0.64
P000294,LOC000051,PRESENT_AT_INCIDENT,2026-06-16,FIR,0.88
P000336,LOC000051,PRESENT_AT_INCIDENT,2026-06-16,FIR,0.72
P000312,LOC000051,PRESENT_AT_INCIDENT,2026-06-16,FIR,0.93
P000351,LOC000051,PRESENT_AT_INCIDENT,2026-06-16,FIR,0.68
P000335,LOC000051,PRESENT_AT_INCIDENT,2026-06-16,FIR,0.74
P000339,LOC000051,PRESENT_AT_INCIDENT,2026-06-16,FIR,0.88
P000707,LOC000115,PRESENT_AT_INCIDENT,2025-10-15,FIR,0.84
P000674,LOC000115,PRESENT_AT_INCIDENT,2025-10-15,FIR,0.73
P000509,LOC000025,PRESENT_AT_INCIDENT,2025-03-16,FIR,0.65
P000530,LOC000021,PRESENT_AT_INCIDENT,2026-04-28,FIR,0.91
P000139,LOC000120,PRESENT_AT_INCIDENT,2021-07-06,FIR,0.89
P000155,LOC000120,PRESENT_AT_INCIDENT,2021-07-06,FIR,0.62
P000114,LOC000120,PRESENT_AT_INCIDENT,2021-07-06,FIR,0.64
P000104,LOC000120,PRESENT_AT_INCIDENT,2021-07-06,FIR,0.9
P000161,LOC000120,PRESENT_AT_INCIDENT,2021-07-06,FIR,0.93
P000649,LOC000123,PRESENT_AT_INCIDENT,2023-10-06,FIR,0.84
P000656,LOC000123,PRESENT_AT_INCIDENT,2023-10-06,FIR,0.71
P000642,LOC000123,PRESENT_AT_INCIDENT,2023-10-06,FIR,0.69
P000657,LOC000123,PRESENT_AT_INCIDENT,2023-10-06,FIR,0.94
P000198,LOC000053,PRESENT_AT_INCIDENT,2023-03-31,FIR,0.64
P000199,LOC000053,PRESENT_AT_INCIDENT,2023-03-31,FIR,0.63
P000222,LOC000053,PRESENT_AT_INCIDENT,2023-03-31,FIR,0.68
P000132,LOC000019,PRESENT_AT_INCIDENT,2025-09-10,FIR,0.73
P000111,LOC000019,PRESENT_AT_INCIDENT,2025-09-10,FIR,0.61
P000586,LOC000015,PRESENT_AT_INCIDENT,2023-12-31,FIR,0.81
P000604,LOC000015,PRESENT_AT_INCIDENT,2023-12-31,FIR,0.94
P000585,LOC000015,PRESENT_AT_INCIDENT,2023-12-31,FIR,0.94
P000015,LOC000073,PRESENT_AT_INCIDENT,2026-03-22,FIR,0.97
P000034,LOC000073,PRESENT_AT_INCIDENT,2026-03-22,FIR,0.98
P000079,LOC000073,PRESENT_AT_INCIDENT,2026-03-22,FIR,0.88
P000799,LOC000044,PRESENT_AT_INCIDENT,2025-08-07,FIR,0.82
P000781,LOC000044,PRESENT_AT_INCIDENT,2025-08-07,FIR,0.76
P000798,LOC000044,PRESENT_AT_INCIDENT,2025-08-07,FIR,0.91
P000776,LOC000044,PRESENT_AT_INCIDENT,2025-08-07,FIR,0.78
P000315,LOC000005,PRESENT_AT_INCIDENT,2026-03-29,FIR,0.63
P000110,LOC000120,PRESENT_AT_INCIDENT,2023-04-23,FIR,0.9
P000661,LOC000123,PRESENT_AT_INCIDENT,2025-07-13,FIR,0.69
P000638,LOC000123,PRESENT_AT_INCIDENT,2025-07-13,FIR,0.71
P000629,LOC000123,PRESENT_AT_INCIDENT,2025-07-13,FIR,0.76
P000616,LOC000123,PRESENT_AT_INCIDENT,2025-07-13,FIR,0.62
P000639,LOC000123,PRESENT_AT_INCIDENT,2025-07-13,FIR,0.82
P000702,LOC000044,PRESENT_AT_INCIDENT,2021-12-01,FIR,0.97
P000710,LOC000044,PRESENT_AT_INCIDENT,2021-12-01,FIR,0.88
P000680,LOC000044,PRESENT_AT_INCIDENT,2021-12-01,FIR,0.89
P000561,LOC000036,PRESENT_AT_INCIDENT,2026-03-10,FIR,0.79
P000314,LOC000052,PRESENT_AT_INCIDENT,2023-08-06,FIR,0.63
P000343,LOC000052,PRESENT_AT_INCIDENT,2023-08-06,FIR,0.64
P000330,LOC000052,PRESENT_AT_INCIDENT,2023-08-06,FIR,0.66
P000300,LOC000052,PRESENT_AT_INCIDENT,2023-08-06,FIR,0.98
P000297,LOC000052,PRESENT_AT_INCIDENT,2023-08-06,FIR,0.95
P000351,LOC000052,PRESENT_AT_INCIDENT,2023-08-06,FIR,0.87
P000299,LOC000052,PRESENT_AT_INCIDENT,2023-08-06,FIR,0.69
P000795,LOC000045,PRESENT_AT_INCIDENT,2021-03-05,FIR,0.64
P000143,LOC000121,PRESENT_AT_INCIDENT,2024-10-30,FIR,0.67
P000144,LOC000121,PRESENT_AT_INCIDENT,2024-10-30,FIR,0.95
P000106,LOC000121,PRESENT_AT_INCIDENT,2024-10-30,FIR,0.62
P000154,LOC000121,PRESENT_AT_INCIDENT,2024-10-30,FIR,0.94
P000487,LOC000010,PRESENT_AT_INCIDENT,2026-02-17,FIR,0.93
P000488,LOC000010,PRESENT_AT_INCIDENT,2026-02-17,FIR,0.85
P000499,LOC000010,PRESENT_AT_INCIDENT,2026-02-17,FIR,0.82
P000995,LOC000016,PRESENT_AT_INCIDENT,2025-02-27,FIR,0.64
P000991,LOC000016,PRESENT_AT_INCIDENT,2025-02-27,FIR,0.81
P000915,LOC000016,PRESENT_AT_INCIDENT,2025-02-27,FIR,0.77
P000986,LOC000016,PRESENT_AT_INCIDENT,2025-02-27,FIR,0.8
P000932,LOC000016,PRESENT_AT_INCIDENT,2025-02-27,FIR,0.66
P000949,LOC000051,PRESENT_AT_INCIDENT,2025-01-14,FIR,0.8
P000881,LOC000104,PRESENT_AT_INCIDENT,2025-07-08,FIR,0.78
P000898,LOC000104,PRESENT_AT_INCIDENT,2025-07-08,FIR,0.65
P000798,LOC000039,PRESENT_AT_INCIDENT,2024-10-01,FIR,0.86
P000788,LOC000039,PRESENT_AT_INCIDENT,2024-10-01,FIR,0.94
P000776,LOC000044,PRESENT_AT_INCIDENT,2026-03-05,FIR,0.86
P000790,LOC000044,PRESENT_AT_INCIDENT,2026-03-05,FIR,0.93
P000322,LOC000096,PRESENT_AT_INCIDENT,2022-07-30,FIR,0.95
P000343,LOC000096,PRESENT_AT_INCIDENT,2022-07-30,FIR,0.63
P000290,LOC000096,PRESENT_AT_INCIDENT,2022-07-30,FIR,0.62
P000765,LOC000024,PRESENT_AT_INCIDENT,2025-06-21,FIR,0.88
P000854,LOC000091,PRESENT_AT_INCIDENT,2021-01-27,FIR,0.61
P000878,LOC000091,PRESENT_AT_INCIDENT,2021-01-27,FIR,0.61
P000851,LOC000091,PRESENT_AT_INCIDENT,2021-01-27,FIR,0.76
P000848,LOC000091,PRESENT_AT_INCIDENT,2021-01-27,FIR,0.69
P000849,LOC000091,PRESENT_AT_INCIDENT,2021-01-27,FIR,0.9
P000863,LOC000091,PRESENT_AT_INCIDENT,2021-01-27,FIR,0.75
P000846,LOC000091,PRESENT_AT_INCIDENT,2021-01-27,FIR,0.67
P001000,LOC000121,PRESENT_AT_INCIDENT,2022-04-30,FIR,0.95
